,road_code,road,road_slice,road_type,district
167,4Р-112,Фарғона ҳалқа йўли,289-299,Давлат,Учкўприк тумани
168,4К- 877, Янгиқўрғон қ. — Ултарма қ. — Қақир қ.,10-14,Маҳаллий,Учкўприк тумани
169,4к-881 ,Учкўприк қ. — Жалойир қ. — Араб қ.,0-15,Маҳаллий,Учкўприк тумани
170,4к-881а,Гул қишлоғига (12 км),0-8,Маҳаллий,Учкўприк тумани
171,4к-885 ,Ўроқчи қ. — Бувайда қ.,0-4,Маҳаллий,Учкўприк тумани
172,4к-886,Яккамулла қ. — Ёйилма қ.,0-3,Маҳаллий,Учкўприк тумани
173,4к 887 ,Учкўприк қ. — Қақир темир йўл станцияси — Тожикқишлоқ қ.,0-11,Маҳаллий,Учкўприк тумани
174,4К 887 а,Буралди қишлоғига (7 км) ,0-7,Маҳаллий,Учкўприк тумани
175,4К 887 б  ,Қоракўл қишлоғига (3 км) ,0-1,Маҳаллий,Учкўприк тумани
176,4к-890,«Пахтакор» пахта пункти — Оқтепа қ.,5-7,Маҳаллий,Учкўприк тумани
177,4К-925 а,Қақир темир йўл станциясига,0-3,Маҳаллий,Учкўприк тумани
178,4К-925 б,Қўқон АБЗ,0-5,Маҳаллий,Учкўприк тумани
179,4н-873 ,Султонобод қ. — Бўрдоқичилик базаси — Аччиқкўл сув оқизиш жойи,0-7,Маҳаллий,Учкўприк тумани
180,4Н 874, Тожик қ. — Қурбонқашқар қ,0-7,Маҳаллий,Учкўприк тумани
181,4Н  895, Дашт қ. — Қирғиз қ.,0-5,Маҳаллий,Учкўприк тумани
182,4н-951 , Катта Кенагас қ. — Мамат қ. — Пиртак қ.,0-6,Маҳаллий,Учкўприк тумани
183,4Н-952, Тепақўрғон қ. — Пиртак қ.,0-3,Маҳаллий,Учкўприк тумани
184,4Н-953 , Зиғир қ. — Гулистон қ.,0-3,Маҳаллий,Учкўприк тумани
185,4н-954,Учкўприк қ. — Оқолтин қ. — Айритом қ.,0-4,Маҳаллий,Учкўприк тумани
186,4н-955 ,Кичик Қуштепа қ. — Катта Пиртак қ.,0-6,Маҳаллий,Учкўприк тумани
187,4н-956,Қўрғонча қ. — Қўқонбой қ.,0-6,Маҳаллий,Учкўприк тумани
188,4Н-957,Собиржон қ. — Ганжиравон қ.,0-2,Маҳаллий,Учкўприк тумани
189,4Н-958, Тепақўрғон қ. — Қуммозор қ.,0-2,Маҳаллий,Учкўприк тумани
190,4Р-112,Фарғона ҳалқа йўли,259-273,Давлат,Риштон тумани
191,4Р-147,Марғилон ш. — Риштон ш. — Ўқчи қ. — Каримдевона қ — Конибодом ш.,32-61,Давлат,Риштон тумани
192,4к-867б,Нишонбобо қишлоғига ,0-6,Маҳаллий,Риштон тумани
193,4к-871,Дўтир қ. — Меҳнатобод темир йўл бўлиниш қисми,0-10,Маҳаллий,Риштон тумани
194,4к-872,Зодиёнпахта пункти — Қайрағоч қ.,0-9,Маҳаллий,Риштон тумани
195,4к-872а,Хуррамобод қишлоғига ,0-4,Маҳаллий,Риштон тумани
196,4к-872б,Каллахўр қишлоғига,0-1,Маҳаллий,Риштон тумани
197,4к-873,Риштон ш. — Амиробод қ.,0-8,Маҳаллий,Риштон тумани
198,4к-873а,Тўқимачилик фабрикасига,0-1,Маҳаллий,Риштон тумани
199,4к-873б,Капа қишлоғига ,0-2,Маҳаллий,Риштон тумани
200,4к-873в,Тўда қишлоғига  ,0-6,Маҳаллий,Риштон тумани
201,4к-873г,Бўтка қишлоғига    ,0-5,Маҳаллий,Риштон тумани
202,4к-874,Оқёр қ. — Уйрат қ. — Навбаҳор қ.,0-21,Маҳаллий,Риштон тумани
203,4к-874а,Учариқ қишлоғига,0-4,Маҳаллий,Риштон тумани
204,4к-874б,Бўродиқичилик базасига,0-3,Маҳаллий,Риштон тумани
205,4к-880,Бурганди қ. — Газ омбори,0-19,Маҳаллий,Риштон тумани
206,4к-880а,Оқтупроқ қишлоғига ,0-11,Маҳаллий,Риштон тумани
207,4к-920Д,Риштон шаҳри айланма автойўлига,0-10,Маҳаллий,Риштон тумани
208,4н-871,Қипчоқ қ. — Жалойир қ. — Уйрат қ.,0-13,Маҳаллий,Риштон тумани
209,4н-871а,Ғарибмачит қишлоғига,0-2,Маҳаллий,Риштон тумани
210,4н-871б,Пандигон қишлоғига,0-2,Маҳаллий,Риштон тумани
211,4н-893б,Ёйилма қишлоғига,0-4,Маҳаллий,Риштон тумани
212,4н-907,Жаҳонобод қ. — Навоий қ.,0-12,Маҳаллий,Риштон тумани
213,4н-907а,Амиробод қишлоғига ,0-3,Маҳаллий,Риштон тумани
214,4н-907б,Бўтқа қишлоғига ,0-3,Маҳаллий,Риштон тумани
215,4н-907в,Чекнасриддин қишлоғига ,0-4,Маҳаллий,Риштон тумани
216,4н-907г,Меҳнатобод қишлоғига ,0-5,Маҳаллий,Риштон тумани
217,4н-918,Ўқчи қ. — Сомончи қ.,0-9,Маҳаллий,Риштон тумани
218,4н-918а,Тегирмонбоши қишлоғига,0-7,Маҳаллий,Риштон тумани
219,4Н-962,Риштон қ. — Кашкарон қ.,0-2,Маҳаллий,Риштон тумани
220,4Р-144,Фарғона ш. — Водил к. — Ҳамзаобод қ.,4-30,Давлат,Фарғона тумани
221,4Р-144 а,Мовий кўлига,0-4,Давлат,Фарғона тумани
222,4Р-144 б ,«Дугоба» тоғ сайёҳлари оромгоҳига,0-9,Давлат,Фарғона тумани
223,4Р-144В,Қароргоҳга,0-1,Давлат,Фарғона тумани
224,4Р-145,Фарғона шаҳри айланма автойўли,15-22,Давлат,Фарғона тумани
225,4Р-146,Фарғона ш. — Чимён қ.,0-30,Давлат,Фарғона тумани
226,4Р-146 а,«Чимён» сиҳатгоҳига,0-8,Давлат,Фарғона тумани
227,4Р-148,4Р115 автойўли — Янгиқадам қ. — Учуй қ. — Олтиариқ ш. — Чимён қ. — Водил қ.,68-92,Давлат,Фарғона тумани
228,4Р-205,Фарғона ш. — Аввал қ. — Гулпиён қ. — Қирғизистон Республикаси чегараси,4-21,Давлат,Фарғона тумани
229,4Р-145,Фарғона шаҳри айланма автойўли,0-7,Давлат,Фарғона тумани
230,4К-846,Аввал қ. — Водил қ.,0-19,Маҳаллий,Фарғона тумани
231,4К-846а,Япоғи қишлоғига,0-2,Маҳаллий,Фарғона тумани
232,4К-846б,Новкент қишлоғига ,0-4,Маҳаллий,Фарғона тумани
233,4К-846в,Ҳ. Турсунқулов бўлимига,0-3,Маҳаллий,Фарғона тумани
234,4К-847,Оқтепа қ. — Бўстон қ. — Маяк қ. — Зарбдор қ.,0-17,Маҳаллий,Фарғона тумани
235,4К-847а,Лоғон қишлоғига,0-2,Маҳаллий,Фарғона тумани
236,4К-848,Ўрикзор қ. — Қалача қ. — Каптархона қ.,0-9,Маҳаллий,Фарғона тумани
237,4К-848а,Бўстон қишлоғига ,0-2,Маҳаллий,Фарғона тумани
238,4К-849,Саткан қ. — Оқбилол қ. — Новкент қ.,0-26,Маҳаллий,Фарғона тумани
239,4К-849а ,Ғалаба қишлоғига ,0-2,Маҳаллий,Фарғона тумани
240,4К-851,Сатторобод қ. — Хонқиз қ.,0-10,Маҳаллий,Фарғона тумани
241,4Н-838,Қўчқорчи қ. — Сирлимачит қ. — Арабмозор қ.,0-8,Маҳаллий,Фарғона тумани
242,4Н-838А,Бешбола қишлоғига,0-4,Маҳаллий,Фарғона тумани
243,4Н-842,Ўрикзор қ. — Дамкўл қ. — Аввал қ. — Чек қ.,0-8,Маҳаллий,Фарғона тумани
244,4Н-842а,Оқтом қишлоғига,0-2,Маҳаллий,Фарғона тумани
245,4Н-843, Оқтом қ. — Дамкўл қ. — Аввал қ.,0-4,Маҳаллий,Фарғона тумани
246,4Н-844,Аввал қ. — Ўрикзор қ. — Маяк қ.,0-5,Маҳаллий,Фарғона тумани
247,4Н-844а,Ўрта қишлоғига,0-1,Маҳаллий,Фарғона тумани
248,4Н-845,Аввал қ. — Бегимжонтепа қ. — Гулистон қ.,0-8,Маҳаллий,Фарғона тумани
249,4Н-845а,Қоранай қишлоғига ,0-3,Маҳаллий,Фарғона тумани
250,4Н-847,Ёйилма қ. — Новкент қ.,0-5,Маҳаллий,Фарғона тумани
251,4Н-848,Фарғона қ. — Олтиариқ қ. — Шакарқишлоқ қ.,0-4,Маҳаллий,Фарғона тумани
252,4Н-848 А,35-сон мактабга ,0-1,Маҳаллий,Фарғона тумани
253,4Н-849,Водил қ. — Янбарак қ.,0-7,Маҳаллий,Фарғона тумани
254,4Н-850а,Миндон қишлоғига,0-4,Маҳаллий,Фарғона тумани
255,4Н-850б ,Қурилиш қишлоғига,0-3,Маҳаллий,Фарғона тумани
256,4Н-850в ,Халмиён қишлоғига,0-6,Маҳаллий,Фарғона тумани
257,4Н-851 ,Нефть саноати — Чимён қ.,0-6,Маҳаллий,Фарғона тумани
258,4Н-852,Хонқиз қ. — Кураш қ. — Бурбалик қ.,0-7,Маҳаллий,Фарғона тумани
259,4Н-854,Чимён қ. — Қайирма қ. — Жийдарик қ.,0-8,Маҳаллий,Фарғона тумани
260,4Н-854а,Хувайдо қишлоғига,0-2,Маҳаллий,Фарғона тумани
261,4Н-855,Водил қ. — Қизил аскар қ.,0-3,Маҳаллий,Фарғона тумани
262,4Н-857,Ҳамзаобод қ. — Даштрок қ. — Оқёр қ.,0-4,Маҳаллий,Фарғона тумани
263,4Н-860,Чимён қ. — Арча қ.,0-2,Маҳаллий,Фарғона тумани
264,4Н-867,Ёшларобод қ. — Қизилқия қ. — Қадамжой қ.,0-4,Маҳаллий,Фарғона тумани
265,4Н-888,Файзиобод қ. — Аэропорт ,3-13,Маҳаллий,Фарғона тумани
266,4Н-888 Б,Қушқиялик қишлоғига,0-2,Маҳаллий,Фарғона тумани
267,4Н-911,Фарғона ш. — Ўрмончилик мактаби,0-4,Маҳаллий,Фарғона тумани
268,4Н-919,Қорасув қ. — Фарғона отчопари,0-10,Маҳаллий,Фарғона тумани
269,4Р-112,Фарғона ҳалқа йўли,204-208,Давлат,Фарғона тумани
270,4Р-127 а,Марғилон айланма автойўлига, 2-10,Давлат,Фарғона тумани
271,4Р-140,Марғилон ш. — Қува ш. — Марҳамат ш. — Аравон қ., 9-23,Давлат,Фарғона тумани
272,4Р-140 б,Тошлоқ шаҳрига,0-3,Давлат,Фарғона тумани
273,4к-839,Тошлоқ қ. — Қоратепа қ. — Эшонтўпи қ.,0-13,Маҳаллий,Фарғона тумани
274,4К-840,Яккатут қ. — Бўстон қ. — Қоратепа қ.,0-20,Маҳаллий,Фарғона тумани
275,4К-841,Арабмозор қ. — Хонобод қ. — Ёзёвон ш.,0-9,Маҳаллий,Фарғона тумани
276,4К-842,Заркент қ. — Турвот қ. — Фарғона ҳалқа автойўли (199 км) — Қалача қ. ,0-13,Маҳаллий,Фарғона тумани
277,4Н-833, Варзан қ. — Қорасоқол қ.,0-9,Маҳаллий,Фарғона тумани
278,4Н-835,Янгиқишлоқ қ. — Бўстон қ.,9-12,Маҳаллий,Фарғона тумани
279,4Н-836,Сойбўйи қ. — Бўстон қ.,0-11,Маҳаллий,Фарғона тумани
